timestamp,duration,protocol_type,service,flag,src_bytes,dst_bytes,anomaly_score,is_anomaly
2025-03-13T00:56:18.060777,0.022326946258544922,tcp,other,AP,2962,74,0.20000001788139343,False
2025-03-13T00:56:18.060890,0.02371072769165039,tcp,other,AP,2962,74,0.20000001788139343,False
2025-03-13T00:56:18.060980,0.025043964385986328,tcp,other,A,1514,74,0.20000001788139343,False
2025-03-13T00:56:18.061068,0.012704610824584961,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:19.223653,0.04233503341674805,tcp,other,A,66,98444,0.20000000298023224,False
2025-03-13T00:56:19.223935,0.0573430061340332,tcp,other,AP,30042,498,0.19999997317790985,False
2025-03-13T00:56:19.224027,0.0,tcp,other,A,66,74,0.19999998807907104,False
2025-03-13T00:56:19.224118,0.0007996559143066406,tcp,other,AP,251,74,0.20000000298023224,False
2025-03-13T00:56:19.224207,0.048804283142089844,tcp,http,A,66,317,0.19999997317790985,False
2025-03-13T00:56:19.224296,0.04948306083679199,tcp,http,AF,66,317,0.19999998807907104,False
2025-03-13T00:56:19.224384,0.0030095577239990234,tcp,other,A,66,206,0.19999997317790985,False
2025-03-13T00:56:19.224470,0.003779888153076172,tcp,other,AFP,401,206,0.20000004768371582,False
2025-03-13T00:56:19.224555,0.051834821701049805,tcp,http,R,54,784,0.20000000298023224,False
2025-03-13T00:56:19.224643,0.0508575439453125,tcp,other,AF,66,128486,0.20000000298023224,False
2025-03-13T00:56:20.374606,0.0,tcp,http,S,74,0,0.19999998807907104,False
2025-03-13T00:56:20.374812,0.0,tcp,other,SA,74,74,0.20000000298023224,False
2025-03-13T00:56:20.374907,0.018906831741333008,tcp,other,A,66,74,0.20000001788139343,False
2025-03-13T00:56:20.374999,0.019977569580078125,tcp,other,AP,130,74,0.20000000298023224,False
2025-03-13T00:56:20.375087,0.021715641021728516,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:20.375176,0.02316427230834961,tcp,other,AP,2962,74,0.19999998807907104,False
2025-03-13T00:56:20.375262,0.024829387664794922,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:20.375349,0.026295185089111328,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:20.375436,0.027764081954956055,tcp,other,A,1514,74,0.20000000298023224,False
2025-03-13T00:56:20.375534,0.011948347091674805,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:21.511743,0.021485328674316406,tcp,other,A,66,13632,0.19999997317790985,False
2025-03-13T00:56:21.511937,0.022587060928344727,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:21.512062,0.0406491756439209,tcp,other,AP,2962,272,0.20000001788139343,False
2025-03-13T00:56:21.512173,0.024502277374267578,tcp,other,A,66,16594,0.19999997317790985,False
2025-03-13T00:56:21.512281,0.02535700798034668,tcp,other,A,66,16594,0.19999998807907104,False
2025-03-13T00:56:21.512389,0.04365038871765137,tcp,other,AP,5858,404,0.20000000298023224,False
2025-03-13T00:56:21.512497,0.027658462524414062,tcp,other,A,66,22452,0.20000000298023224,False
2025-03-13T00:56:21.512604,0.028670072555541992,tcp,other,A,66,22452,0.20000000298023224,False
2025-03-13T00:56:21.512784,0.029464244842529297,tcp,other,A,66,22452,0.20000000298023224,False
2025-03-13T00:56:21.512906,0.04754948616027832,tcp,other,AP,5858,602,0.20000000298023224,False
2025-03-13T00:56:22.621027,0.038889408111572266,tcp,other,A,66,28310,0.19999998807907104,False
2025-03-13T00:56:22.621241,0.0571901798248291,tcp,other,AP,15994,668,0.20000001788139343,False
2025-03-13T00:56:22.621335,0.05859065055847168,tcp,other,AP,4410,668,0.19999998807907104,False
2025-03-13T00:56:22.621425,0.0598604679107666,tcp,other,AP,11650,668,0.20000000298023224,False
2025-03-13T00:56:22.621517,0.06134152412414551,tcp,other,AP,7122,668,0.19999997317790985,False
2025-03-13T00:56:22.621606,0.04535365104675293,tcp,other,A,66,67486,0.20000000298023224,False
2025-03-13T00:56:22.621692,0.0634310245513916,tcp,other,AP,6210,734,0.20000000298023224,False
2025-03-13T00:56:22.621805,0.047341346740722656,tcp,other,A,66,73696,0.20000000298023224,False
2025-03-13T00:56:22.621892,0.04819035530090332,tcp,other,AP,94,73696,0.20000000298023224,False
2025-03-13T00:56:22.621981,0.06638193130493164,tcp,other,A,66,894,0.20000001788139343,False
2025-03-13T00:56:23.770846,0.05788612365722656,tcp,other,A,66,73762,0.19999997317790985,False
2025-03-13T00:56:23.770992,0.07636547088623047,tcp,other,AP,40610,960,0.19999998807907104,False
2025-03-13T00:56:23.771083,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:23.771172,0.07059240341186523,tcp,http,A,66,74,0.20000000298023224,False
2025-03-13T00:56:23.771266,0.07147431373596191,tcp,http,AP,200,74,0.20000001788139343,False
2025-03-13T00:56:23.771369,0.0027320384979248047,tcp,other,A,66,340,0.19999998807907104,False
2025-03-13T00:56:23.771461,0.0035376548767089844,tcp,other,A,66,340,0.20000000298023224,False
2025-03-13T00:56:23.771548,0.0044116973876953125,tcp,other,AP,251,340,0.19999998807907104,False
2025-03-13T00:56:23.771635,0.07504487037658691,tcp,http,A,66,457,0.20000000298023224,False
2025-03-13T00:56:23.771738,0.006177425384521484,tcp,other,AP,401,406,0.20000000298023224,False
2025-03-13T00:56:24.940316,0.0,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:24.940492,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:24.940584,0.015572309494018555,tcp,http,A,66,74,0.5999999642372131,True
2025-03-13T00:56:24.940673,0.017271041870117188,tcp,http,AP,200,74,0.5999999642372131,True
2025-03-13T00:56:24.940779,0.004231929779052734,tcp,other,A,66,340,0.20000000298023224,False
2025-03-13T00:56:24.940866,0.0053827762603759766,tcp,other,A,66,340,0.19999998807907104,False
2025-03-13T00:56:24.940953,0.006752967834472656,tcp,other,AP,251,340,0.20000000298023224,False
2025-03-13T00:56:24.941038,0.02234363555908203,tcp,http,A,66,457,0.20000000298023224,False
2025-03-13T00:56:24.941124,0.009120464324951172,tcp,other,AP,401,406,0.20000000298023224,False
2025-03-13T00:56:24.941210,0.024673938751220703,tcp,http,A,66,858,0.19999997317790985,False
2025-03-13T00:56:26.054377,0.035408735275268555,tcp,http,AR,66,858,0.20000000298023224,False
2025-03-13T00:56:26.054541,0.0,tcp,other,SA,74,74,0.20000001788139343,False
2025-03-13T00:56:26.054637,0.0278470516204834,tcp,other,A,66,74,0.20000000298023224,False
2025-03-13T00:56:26.054738,0.028695344924926758,tcp,other,AP,130,74,0.20000000298023224,False
2025-03-13T00:56:26.054826,0.02966618537902832,tcp,other,AP,2962,74,0.19999998807907104,False
2025-03-13T00:56:26.054912,0.03072357177734375,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:26.054998,0.03208732604980469,tcp,other,AP,2962,74,0.20000001788139343,False
2025-03-13T00:56:26.055084,0.006199359893798828,tcp,other,A,66,9156,0.20000000298023224,False
2025-03-13T00:56:26.055168,0.007439851760864258,tcp,other,A,66,9156,0.19999998807907104,False
2025-03-13T00:56:26.055253,0.03540778160095215,tcp,other,AP,2962,206,0.20000001788139343,False
2025-03-13T00:56:27.191649,0.016994476318359375,tcp,other,A,66,12118,0.19999995827674866,False
2025-03-13T00:56:27.191815,0.045018672943115234,tcp,other,A,1514,272,0.20000000298023224,False
2025-03-13T00:56:27.191907,0.019006729125976562,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:27.191995,0.019783496856689453,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:27.192082,0.020557403564453125,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:27.192169,0.021677732467651367,tcp,other,AP,94,13632,0.20000000298023224,False
2025-03-13T00:56:27.192255,0.04971647262573242,tcp,other,AP,11650,564,0.20000000298023224,False
2025-03-13T00:56:27.192341,0.05097818374633789,tcp,other,AP,8754,564,0.19999997317790985,False
2025-03-13T00:56:27.192426,0.05209851264953613,tcp,other,AP,5858,564,0.20000001788139343,False
2025-03-13T00:56:27.192512,0.05309414863586426,tcp,other,AP,2962,564,0.20000000298023224,False
2025-03-13T00:56:28.463495,0.06157875061035156,tcp,other,A,66,564,0.19999998807907104,False
2025-03-13T00:56:28.463678,0.03545951843261719,tcp,other,A,66,42922,0.19999995827674866,False
2025-03-13T00:56:28.463817,0.06336021423339844,tcp,other,AP,29026,630,0.20000001788139343,False
2025-03-13T00:56:28.463931,0.06526327133178711,tcp,other,AP,27426,630,0.20000000298023224,False
2025-03-13T00:56:28.464039,0.04012107849121094,tcp,other,A,66,99374,0.20000001788139343,False
2025-03-13T00:56:28.464146,0.06806588172912598,tcp,other,AP,7458,696,0.19999997317790985,False
2025-03-13T00:56:28.464252,0.04208064079284668,tcp,other,A,66,106832,0.20000000298023224,False
2025-03-13T00:56:28.464357,0.07000017166137695,tcp,other,AP,47850,762,0.19999998807907104,False
2025-03-13T00:56:28.464463,0.0,tcp,http,S,74,0,0.19999998807907104,False
2025-03-13T00:56:29.648863,0.0,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:29.649003,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:29.649092,0.019271373748779297,tcp,http,A,66,74,0.6000000238418579,True
2025-03-13T00:56:29.649179,0.02083730697631836,tcp,http,AP,200,74,0.6000000238418579,True
2025-03-13T00:56:29.649265,0.005514860153198242,tcp,other,A,66,340,0.19999997317790985,False
2025-03-13T00:56:29.649350,0.006985187530517578,tcp,other,AP,251,340,0.19999998807907104,False
2025-03-13T00:56:29.649435,0.02473616600036621,tcp,http,A,66,391,0.20000000298023224,False
2025-03-13T00:56:29.649520,0.009673595428466797,tcp,other,AP,401,406,0.19999998807907104,False
2025-03-13T00:56:29.649604,0.027365922927856445,tcp,http,A,66,792,0.19999998807907104,False
2025-03-13T00:56:29.649689,0.028516292572021484,tcp,http,AR,66,792,0.20000001788139343,False
2025-03-13T00:56:30.791912,0.029860258102416992,tcp,other,AF,66,538,0.19999998807907104,False
2025-03-13T00:56:30.792086,0.04818010330200195,tcp,http,R,54,858,0.20000001788139343,False
2025-03-13T00:56:30.792197,0.0,tcp,other,SA,74,74,0.20000001788139343,False
2025-03-13T00:56:30.792305,0.03960227966308594,tcp,other,A,66,74,0.20000001788139343,False
2025-03-13T00:56:30.792412,0.041280269622802734,tcp,other,AP,130,74,0.20000000298023224,False
2025-03-13T00:56:30.792517,0.04303121566772461,tcp,other,AP,2962,74,0.20000001788139343,False
2025-03-13T00:56:30.792622,0.04469799995422363,tcp,other,AP,2962,74,0.19999995827674866,False
2025-03-13T00:56:30.792740,0.046154022216796875,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:30.792847,0.047193050384521484,tcp,other,AP,2962,74,0.19999997317790985,False
2025-03-13T00:56:30.792952,0.048523664474487305,tcp,other,A,1514,74,0.20000000298023224,False
2025-03-13T00:56:32.078839,0.019451618194580078,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:32.079017,0.058084964752197266,tcp,other,AP,2962,140,0.20000001788139343,False
2025-03-13T00:56:32.079128,0.021385908126831055,tcp,other,A,66,16594,0.19999998807907104,False
2025-03-13T00:56:32.079237,0.05993938446044922,tcp,other,AP,15994,206,0.20000000298023224,False
2025-03-13T00:56:32.079345,0.06128501892089844,tcp,other,AP,15994,206,0.20000001788139343,False
2025-03-13T00:56:32.079451,0.025082111358642578,tcp,other,A,66,48582,0.20000000298023224,False
2025-03-13T00:56:32.079557,0.0635995864868164,tcp,other,AP,30474,272,0.19999997317790985,False
2025-03-13T00:56:32.079661,0.06521272659301758,tcp,other,AP,28026,272,0.19999997317790985,False
2025-03-13T00:56:32.079797,0.028998851776123047,tcp,other,A,66,107082,0.20000000298023224,False
2025-03-13T00:56:32.079914,0.06748533248901367,tcp,other,AP,33370,338,0.20000000298023224,False
2025-03-13T00:56:33.464117,0.0,tcp,other,S,74,0,0.19999998807907104,False
2025-03-13T00:56:33.464277,0.0,tcp,other,SA,74,74,0.19999997317790985,False
2025-03-13T00:56:33.464368,0.017558574676513672,tcp,http,A,66,74,0.20000001788139343,False
2025-03-13T00:56:33.464458,0.019924402236938477,tcp,http,AP,200,74,0.20000000298023224,False
2025-03-13T00:56:33.464546,0.00582432746887207,tcp,other,A,66,340,0.19999995827674866,False
2025-03-13T00:56:33.464634,0.008470773696899414,tcp,other,AP,251,340,0.20000000298023224,False
2025-03-13T00:56:33.464734,0.025624513626098633,tcp,http,A,66,391,0.19999998807907104,False
2025-03-13T00:56:33.464823,0.010866880416870117,tcp,other,AP,401,406,0.19999998807907104,False
2025-03-13T00:56:33.464910,0.02880072593688965,tcp,http,A,66,792,0.19999997317790985,False
2025-03-13T00:56:33.464998,0.030241012573242188,tcp,http,AR,66,792,0.19999998807907104,False
2025-03-13T00:56:34.600568,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:34.600784,0.03312563896179199,tcp,other,A,66,74,0.19999997317790985,False
2025-03-13T00:56:34.600880,0.03444862365722656,tcp,other,AP,130,74,0.19999997317790985,False
2025-03-13T00:56:34.600970,0.003814697265625,tcp,other,A,66,270,0.20000000298023224,False
2025-03-13T00:56:34.601059,0.037194252014160156,tcp,other,AP,2962,140,0.19999998807907104,False
2025-03-13T00:56:34.601149,0.006238460540771484,tcp,other,A,66,3232,0.19999998807907104,False
2025-03-13T00:56:34.601257,0.0391237735748291,tcp,other,AP,2962,206,0.19999998807907104,False
2025-03-13T00:56:34.601350,0.008125782012939453,tcp,other,A,66,6194,0.20000000298023224,False
2025-03-13T00:56:34.601438,0.04101276397705078,tcp,other,AP,2962,272,0.19999997317790985,False
2025-03-13T00:56:34.601527,0.010873079299926758,tcp,other,A,66,9156,0.20000000298023224,False
2025-03-13T00:56:35.784362,0.0,tcp,http,S,74,0,0.6000000238418579,True
2025-03-13T00:56:35.784649,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:35.784814,0.024540424346923828,tcp,other,A,66,74,0.6000000238418579,True
2025-03-13T00:56:35.784950,0.026695728302001953,tcp,other,AP,130,74,0.6000000238418579,True
2025-03-13T00:56:35.785083,0.0066127777099609375,tcp,other,A,66,270,0.20000000298023224,False
2025-03-13T00:56:35.785210,0.008038043975830078,tcp,other,AP,94,270,0.20000000298023224,False
2025-03-13T00:56:35.785321,0.0324091911315918,tcp,other,A,66,234,0.20000001788139343,False
2025-03-13T00:56:35.785412,0.033532142639160156,tcp,other,AP,7306,234,0.19999997317790985,False
2025-03-13T00:56:35.785501,0.035839080810546875,tcp,other,AP,7306,234,0.19999998807907104,False
2025-03-13T00:56:35.785588,0.015068292617797852,tcp,other,A,66,14948,0.20000000298023224,False
2025-03-13T00:56:36.992466,0.0,tcp,other,SA,74,74,0.19999998807907104,False
2025-03-13T00:56:36.992654,0.033637046813964844,tcp,other,A,66,74,0.5999999642372131,True
2025-03-13T00:56:36.992777,0.03487896919250488,tcp,other,AP,130,74,0.5999999642372131,True
2025-03-13T00:56:36.992869,0.00419926643371582,tcp,other,A,66,270,0.19999995827674866,False
2025-03-13T00:56:36.992959,0.03787374496459961,tcp,other,AP,7306,140,0.20000000298023224,False
2025-03-13T00:56:36.993048,0.008008003234863281,tcp,other,A,66,7576,0.20000000298023224,False
2025-03-13T00:56:36.993137,0.04109334945678711,tcp,other,AP,7306,206,0.19999997317790985,False
2025-03-13T00:56:36.993223,0.010692358016967773,tcp,other,A,66,14882,0.19999997317790985,False
2025-03-13T00:56:36.993309,0.044133663177490234,tcp,other,AP,10202,272,0.20000001788139343,False
2025-03-13T00:56:36.993397,0.04614758491516113,tcp,other,AP,4410,272,0.20000000298023224,False
2025-03-13T00:56:38.165880,0.0,tcp,http,S,74,0,0.19999998807907104,False
2025-03-13T00:56:38.166072,0.0,tcp,other,SA,74,74,0.20000000298023224,False
2025-03-13T00:56:38.166166,0.024005889892578125,tcp,other,A,66,74,0.19999998807907104,False
2025-03-13T00:56:38.166256,0.025902271270751953,tcp,other,AP,130,74,0.20000000298023224,False
2025-03-13T00:56:38.166346,0.02770376205444336,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:38.166435,0.02997899055480957,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:38.166524,0.03157472610473633,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:38.166612,0.032874107360839844,tcp,other,AP,2962,74,0.20000000298023224,False
2025-03-13T00:56:38.166723,0.0346372127532959,tcp,other,A,1514,74,0.20000001788139343,False
2025-03-13T00:56:38.166816,0.013510465621948242,tcp,other,A,66,13632,0.20000000298023224,False
2025-03-13T00:56:39.393036,0.0,tcp,other,S,74,0,0.19999998807907104,False
2025-03-13T00:56:39.393231,0.0,tcp,other,SA,74,74,0.20000000298023224,False
2025-03-13T00:56:39.393338,0.12112092971801758,tcp,http,A,66,74,0.19999995827674866,False
2025-03-13T00:56:39.393442,0.1335296630859375,tcp,http,AP,200,74,0.20000000298023224,False
2025-03-13T00:56:39.393544,0.017401695251464844,tcp,other,A,66,340,0.20000000298023224,False
2025-03-13T00:56:39.393645,0.019431591033935547,tcp,other,AP,251,340,0.20000000298023224,False
2025-03-13T00:56:39.393765,0.1459643840789795,tcp,http,A,66,391,0.20000000298023224,False
2025-03-13T00:56:39.393867,0.029777050018310547,tcp,other,AP,401,406,0.20000000298023224,False
2025-03-13T00:56:39.393967,0.15036892890930176,tcp,http,A,66,792,0.20000000298023224,False
2025-03-13T00:56:39.394066,0.03424835205078125,tcp,other,AF,66,472,0.20000000298023224,False
2025-03-13T00:56:40.548245,0.2115771770477295,tcp,http,AR,66,858,0.19999998807907104,False
2025-03-13T00:56:40.548499,0.0,tcp,other,SA,74,74,0.20000000298023224,False
2025-03-13T00:56:40.548612,0.19464612007141113,tcp,other,A,66,74,0.20000000298023224,False
2025-03-13T00:56:40.548823,0.19681763648986816,tcp,other,AP,130,74,0.19999998807907104,False
2025-03-13T00:56:40.548935,0.006428241729736328,tcp,other,AP,94,270,0.20000000298023224,False
2025-03-13T00:56:40.549036,0.008671998977661133,tcp,other,A,66,270,0.20000000298023224,False
2025-03-13T00:56:40.549135,0.21398377418518066,tcp,other,A,66,234,0.20000001788139343,False
2025-03-13T00:56:40.549234,0.21944808959960938,tcp,other,AP,7306,234,0.20000000298023224,False
2025-03-13T00:56:40.549333,0.22989749908447266,tcp,other,AP,7306,234,0.20000000298023224,False
2025-03-13T00:56:40.549431,0.04579973220825195,tcp,other,A,66,14948,0.20000000298023224,False
2025-03-13T00:56:43.434236,3.104390859603882,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:43.434521,2.0699260234832764,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:43.434627,2.069270610809326,tcp,http,S,74,0,0.6000000238418579,True
2025-03-13T00:56:43.434745,1.0243909358978271,tcp,other,S,74,0,0.5999999642372131,True
2025-03-13T00:56:43.434840,5.1311585903167725,tcp,http,S,74,0,0.6000000238418579,True
2025-03-13T00:56:43.434929,1.0232369899749756,tcp,http,S,74,0,0.6000000238418579,True
2025-03-13T00:56:43.435018,5.1352972984313965,tcp,other,S,74,0,0.5999999642372131,True
2025-03-13T00:56:43.435109,0.0,tcp,other,SA,74,518,0.19999997317790985,False
2025-03-13T00:56:43.435240,8.037050485610962,tcp,other,A,66,74,0.6000000238418579,True
2025-03-13T00:56:43.435405,8.040382385253906,tcp,other,AP,130,74,0.6000000238418579,True
2025-03-13T00:56:46.246468,0.0,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:46.246667,0.0,tcp,http,S,74,0,0.5999999642372131,True
2025-03-13T00:56:46.246796,5.14209246635437,tcp,other,S,74,0,0.6000000238418579,True
2025-03-13T00:56:46.246901,5.141800403594971,tcp,http,S,74,0,0.5999999642372131,True
2025-03-13T00:56:46.247001,0.0,tcp,other,SA,74,518,0.19999998807907104,False
2025-03-13T00:56:46.247101,9.021869421005249,tcp,other,A,66,74,0.5999999642372131,True
2025-03-13T00:56:46.247205,9.023743867874146,tcp,other,AP,130,74,0.6000000238418579,True
2025-03-13T00:56:46.247317,9.025413990020752,tcp,other,AP,2962,74,0.5999999642372131,True
2025-03-13T00:56:46.247419,9.027355670928955,tcp,other,AP,2962,74,0.6000000238418579,True
2025-03-13T00:56:46.247518,9.029214143753052,tcp,other,AP,2962,74,0.6000000238418579,True
2025-03-13T00:56:47.443138,0.04643750190734863,tcp,other,A,66,14076,0.19999998807907104,False
2025-03-13T00:56:47.443308,1.1574959754943848,tcp,other,AP,8754,404,0.19999997317790985,False
2025-03-13T00:56:47.443413,0.04961562156677246,tcp,other,A,66,22830,0.20000001788139343,False
2025-03-13T00:56:47.443516,1.1612048149108887,tcp,other,AP,5858,470,0.20000001788139343,False
2025-03-13T00:56:47.443616,0.0528566837310791,tcp,other,A,66,28688,0.20000000298023224,False
2025-03-13T00:56:47.443728,1.1637601852416992,tcp,other,AP,5858,536,0.19999998807907104,False
2025-03-13T00:56:47.443833,0.05596113204956055,tcp,other,A,66,34546,0.19999998807907104,False
2025-03-13T00:56:47.443933,1.167133092880249,tcp,other,AP,5858,602,0.20000001788139343,False
2025-03-13T00:56:47.444031,1.1686053276062012,tcp,other,AP,2962,602,0.20000001788139343,False
2025-03-13T00:56:47.444131,1.170163631439209,tcp,other,AP,17442,602,0.20000000298023224,False
2025-03-13T00:56:48.592606,0.02492833137512207,tcp,other,A,66,584,0.20000001788139343,False
2025-03-13T00:56:48.592768,1.243067741394043,tcp,http,R,54,194,0.20000001788139343,False
2025-03-13T00:56:48.592860,0.0,tcp,other,SA,74,444,0.19999997317790985,False
